,Description,Division,EndTime,Location,OBJECTID,Recurrence,StartTime,Title,created_date,created_user,last_edited_date,last_edited_user,Simple Location,Latitude,Longitude
539,listening session,Independence Division,2018-01-28T18:00:00.000Z,Cokesbury United Methodist Church 6701 Idlewild Rd,821,false,2018-01-28T17:00:00.000Z,Cokesbury Listening session,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6701+idlewild+rd,+Charlotte,+NC",35.18573800000001,-80.749854
540,<div>Every Wed evening. Ms. Tiesha Boyd runs a youth group for area&nbsp;youth to help teach them life lessons&nbsp; and fitness. Strong CMPD presence. </div>,Independence Division,2018-01-17T20:00:00.000Z,Albemarle Road Rec Center 5027 Idlewild Rd North,822,true,2018-01-17T18:00:00.000Z,Deleted: Promise Youth Development ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5027+idlewild+rd,+Charlotte,+NC",35.1841603,-80.7612711
541,"<div>Steele Creek Division <br />Response Area 2<br />Officer Cruz - <a href=""mailto:acruz@cmpd.org"">acruz@cmpd.org</a><br />Officer Redford - <a href=""mailto:dredford@cmpd.org"">dredford@cmpd.org</a><br /></div>",Steele Creek Division,2018-01-18T20:00:00.000Z,Clubhouse - 1700 Longleaf Drive ,823,true,2018-01-18T19:00:00.000Z,CANCELLED - Pinevalley Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1700+longleaf+drive,+Charlotte,+NC",35.1111708,-80.8765638
542,"<div>CMPD, Animal Control, DOT, Code, etc will have tables set up for a &quot;mix and mingle&quot; from 630-7p. There will be various speakers on behalf of city resources.</div>",Steele Creek Division,2018-02-22T20:30:00.000Z,4000 Gallant Ln,824,false,2018-02-22T18:30:00.000Z,Steele Creek Residents Association Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4000+gallant+ln,+Charlotte,+NC",35.153574,-80.9558476
543,<div>contact Officer Beth Jackson 704-336-3014</div>,South Division,2018-02-05T20:00:00.000Z,1623 Carmel Road,825,false,2018-02-05T19:00:00.000Z,Boy Scout Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1623+carmel+road,+Charlotte,+NC",35.143549,-80.8004847
544,"<div>Meet on side of church that sheds/grills are on.&nbsp; Entry door is on this side of building.</div>
<div>&nbsp;</div>
<div>Officer Redford - <a href=""mailto:dredford@cmpd.org"">dredford@cmpd.org</a></div>
<div>Officer Cruz - <a href=""mailto:acruz@cmpd.org"">acruz@cmpd.org</a></div>",Steele Creek Division,2018-01-25T19:00:00.000Z,9401 China Grove Church Rd,826,true,2018-01-25T18:00:00.000Z,Deleted: Sterling Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9401+china+grove+church+rd,+Charlotte,+NC",35.109819,-80.88531200000001
545,"<div>Monthly Community Meeting</div>
<div>Eastway Response Area One Coordinators:</div>
<div>Officer Castano <a href=""mailto:tcastano@cmpd.org"">tcastano@cmpd.org</a></div>
<div>Officer Wippel <a href=""mailto:dwippel@cmpd.org"">dwippel@cmpd.org</a></div>
<div>&nbsp;</div>",Eastway Division,2018-02-01T20:00:00.000Z,2424 N. Davidson St. (Amelie's),827,false,2018-02-01T19:00:00.000Z,Plaza Shamrock Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2424+n.+davidson+st,+Charlotte,+NC",35.2412283,-80.81191179999999
546,<div>First meeting of the year for Foxboro </div>,Steele Creek Division,2018-01-25T20:00:00.000Z,Silvermount Baptist Church 501 W. Arrowood Rd. ,828,false,2018-01-25T19:00:00.000Z,Foxboro HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"501+w.+arrowood+rd,+Charlotte,+NC",35.133027,-80.89835099999999
547,<div>First meeting of the year for Pine Valley - new leadership takes over.</div>,Steele Creek Division,2018-01-25T20:00:00.000Z,1700 Longleaf Dr. @ Community Center,829,false,2018-01-25T19:00:00.000Z,Pine Valley HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1700+longleaf+dr,+Charlotte,+NC",35.1111708,-80.8765638
548,<div>Contact Officer James Russell or John Causey 704-336-3014</div>,South Division,2018-02-21T11:30:00.000Z,8050 Corporate Center Dr,830,false,2018-02-21T10:30:00.000Z,Kids Visit South Division,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8050+corporate+center+dr,+Charlotte,+NC",35.0862004,-80.85641700000001
549,Point of contact: Officer Kevin Baucom,Independence Division,2018-02-02T13:00:00.000Z,5808 Monroe Road,832,false,2018-02-02T11:00:00.000Z,Old Monroe Plaza Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5808+monroe+road,+Charlotte,+NC",35.1861902,-80.7659319
550,Points of contact: Officers Terence Funderburk and Rita Boric,Independence Division,2018-02-06T20:00:00.000Z,8301 Monroe Road,834,false,2018-02-06T18:00:00.000Z,Greenway Park Elementary Career Night,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8301+monroe+road,+Charlotte,+NC",35.157393,-80.74594599999999
551,SRO Damon Green,Independence Division,2018-02-07T11:00:00.000Z,1925 Rama Road,835,false,2018-02-07T09:00:00.000Z,McClintock Middle School Career Day,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1925+rama+road,+Charlotte,+NC",35.1799531,-80.7687239
552,Point of Contact: Officer Kevin Baucom,Independence Division,2018-02-07T17:00:00.000Z,6000 Conference Drive,836,false,2018-02-07T15:00:00.000Z,Wallace Woods Apts. Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6000+conference+drive,+Charlotte,+NC",35.1764948,-80.7552608
553,Point of Contact: Kevin Baucom,Independence Division,2018-02-08T17:30:00.000Z,6011 Florence Avenue,837,false,2018-02-08T15:30:00.000Z,Meadow oaks Apts. Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6011+florence+avenue,+Charlotte,+NC",35.1834983,-80.7656299
554,Points of Contact: Officers Terence Funderburk and Rita Boric,Independence Division,2018-02-19T20:30:00.000Z,1608 Charelston Place Drive,839,false,2018-02-19T18:30:00.000Z,1700 Place Apts. Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1608+charelston+place+drive,+Charlotte,+NC",35.155335,-80.746819
555,Point of Contact: Kevin Baucom,Independence Division,2018-02-01T20:00:00.000Z,2831 N. Sharon Amity Road,840,false,2018-02-01T18:00:00.000Z,Coventry Woods Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2831+n.+sharon+amity+road,+Charlotte,+NC",35.198104,-80.76312899999999
556,Points of Contact: Officers Terence Funderburk and Rita Boric,Independence Division,2018-02-24T20:00:00.000Z,4900 Sardis Road,841,false,2018-02-24T18:00:00.000Z,Essex Way Townhomes Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4900+sardis+road,+Charlotte,+NC",35.15539,-80.7931909
557,<div></div>,Providence Division,2018-02-07T20:00:00.000Z,735 Colville Rd. ,842,true,2018-02-07T19:00:00.000Z,Deleted: Eastover HOA Board Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"735+colville+rd,+Charlotte,+NC",35.1916354,-80.8182929
558,<div></div>,Providence Division,2018-03-07T20:00:00.000Z,735 Colville Rd. ,843,true,2018-03-07T19:00:00.000Z,Deleted: Eastover HOA Board Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"735+colville+rd,+Charlotte,+NC",35.1916354,-80.8182929
559,<div>Contact Officer Beth Jackson 704-336-3014</div>,South Division,2018-03-20T20:00:00.000Z,8801 Park Road @ Quail Hollow Presbyterian Church,844,false,2018-03-20T19:00:00.000Z,Heydon Hall HOA ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8801+park+road,+Charlotte,+NC",35.111593,-80.85645699999999
560,<div>Contact Officer Beth Jackson 704-336-3014 </div>,South Division,2018-03-21T19:30:00.000Z,Rea Road Library @ 5801 Rea Road ,845,false,2018-03-21T18:30:00.000Z,Stallworth HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+rea+road,+Charlotte,+NC",35.0865451,-80.8115699
561,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2018-03-29T13:00:00.000Z,Ballantyne Corporate Park (near 3-way stop Brixham Hill),847,false,2018-03-29T11:00:00.000Z,Food Trucks with Cops/Coffee with Cops,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3-way+st,+Charlotte,+NC",35.4158929,-80.584937
562,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2018-03-20T20:00:00.000Z,8300 Providence Rd (Messiah Lutheran Church),849,false,2018-03-20T19:00:00.000Z,Providence Heights HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8300+providence+rd,+Charlotte,+NC",35.094208,-80.777564
563,<div></div>,Community Wellness,2018-02-21T20:00:00.000Z,United Central Methodist Church-6030 Albemarle Road,851,false,2018-02-21T18:00:00.000Z,Cops & Kids (Latino),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+road,+Charlotte,+NC",35.2019732,-80.7421852
564,<div></div>,Community Wellness,2018-03-06T20:00:00.000Z,United Central Methodist Church-6030 Albemarle Road,852,false,2018-03-06T18:00:00.000Z,Cops & Kids (Latino),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+road,+Charlotte,+NC",35.2019732,-80.7421852
565,<div></div>,Community Wellness,2018-05-22T20:00:00.000Z,United Central Methodist Church-6030 Albemarle Road,853,true,2018-03-06T18:00:00.000Z,Cops & Kids (Latino),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+road,+Charlotte,+NC",35.2019732,-80.7421852
566,<div></div>,Community Wellness,2018-03-06T20:00:00.000Z,United Central Methodist Church-6030 Albemarle Road,854,true,2018-03-06T18:00:00.000Z,Deleted: Cops & Kids (Latino),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+road,+Charlotte,+NC",35.2019732,-80.7421852
567,<div>Contact Officer John Causey 704-336-3014</div>,South Division,2018-03-12T19:00:00.000Z,10140 Providence Church,855,false,2018-03-12T16:00:00.000Z,Youth Basketball League- Providence Presbyterian Church,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10140+providence+church,+Charlotte,+NC",35.0717255,-80.7720578
568,Engaging families of Charlotte's Hispanic Community,Hickory Grove Division,2018-03-29T20:00:00.000Z,"Hickory Grove Baptist Church, 7424 E. W.T. Harris Boulevard",856,true,2018-03-08T18:00:00.000Z,Kops & Kids,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7424+e.+w.t.+harris+boulevard,+Charlotte,+NC",35.218548,-80.723383
569,,Independence Division,2018-03-02T13:00:00.000Z,2724 Margaret Wallace Road,857,false,2018-03-02T12:00:00.000Z,Bible Baptist Security Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2724+margaret+wallace+road,+Charlotte,+NC",35.1599183,-80.7301468
570,,Independence Division,2018-03-03T11:00:00.000Z,"6850 Monroe Road, East Baptist Church",858,false,2018-03-03T09:00:00.000Z,Woodberry Forest Tree Program,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6850+monroe+road,+Charlotte,+NC",35.1735361,-80.7577718
571,,Independence Division,2018-03-05T18:00:00.000Z,9525 Springfield Gardens Drive,859,false,2018-03-05T16:30:00.000Z,Springfield Gardens Apartments Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9525+springfield+gardens+drive,+Charlotte,+NC",35.17493109999999,-80.7096146
572,,Independence Division,2018-03-06T12:00:00.000Z,6130 Pineburr Road,861,false,2018-03-06T10:00:00.000Z,Bingo ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6130+pineburr+road,+Charlotte,+NC",35.1537059,-80.7561706
573,,Independence Division,2018-03-08T10:00:00.000Z,8801 Eaglewind Drive,864,false,2018-03-08T09:00:00.000Z,Piney Grove Elementary,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8801+eaglewind+drive,+Charlotte,+NC",35.173359,-80.73087199999999
574,,Independence Division,2018-03-08T11:00:00.000Z,7101 Idlewild Road,865,false,2018-03-08T09:00:00.000Z,Idlewild Business Partners,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7101+idlewild+road,+Charlotte,+NC",35.186939,-80.743392
575,,Independence Division,2018-03-10T13:30:00.000Z,1848-H Galleria Boulevard,866,false,2018-03-10T10:30:00.000Z,Blood Drive,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1848-h+galleria+boulevard,+Charlotte,+NC",35.1384435,-80.7350403
576,,Independence Division,2018-03-27T20:00:00.000Z,9315-G Monroe Road,867,true,2018-03-13T19:00:00.000Z,Court Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9315-g+monroe+road,+Charlotte,+NC",35.1443747,-80.74127589999999
577,,Independence Division,2018-03-14T11:00:00.000Z,1848-H Galleria Boulevard,869,false,2018-03-14T09:00:00.000Z,Galleria Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1848-h+galleria+boulevard,+Charlotte,+NC",35.1384435,-80.7350403
578,,Independence Division,2018-03-13T20:00:00.000Z,9315-G Monroe Road,870,true,2018-03-13T19:00:00.000Z,Deleted: Court Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9315-g+monroe+road,+Charlotte,+NC",35.1443747,-80.74127589999999
579,,Independence Division,2018-03-14T13:00:00.000Z,9315-G Monroe Road,871,false,2018-03-14T12:00:00.000Z,Apartment Manager Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9315-g+monroe+road,+Charlotte,+NC",35.1443747,-80.74127589999999
580,,Independence Division,2018-03-16T09:30:00.000Z,720 Meridian Center,872,false,2018-03-16T07:30:00.000Z,Coffee with a Cop,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"720+meridian+center,+Charlotte,+NC",35.1832647,-80.75938630000002
581,,Independence Division,2018-03-27T20:00:00.000Z,4917 Redbud Drive,873,false,2018-03-27T18:30:00.000Z,Spicewood Acres Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4917+redbud+drive,+Charlotte,+NC",35.1856017,-80.7083823
582,"<p>Our Chantilly Quarterly Neighborhood Meeting is on Tuesday, March 13th, 7:00PM at Watershed Church (Formerly Chantilly Hall) on Shenandoah Ave. Hope to see you there. ~Kristin </p>",Providence Division,2018-03-13T20:00:00.000Z,Watershed Church (Formerly Chantilly Hall) on 2101 Shenandoah Ave,874,false,2018-03-13T19:00:00.000Z,Chantilly Quarterly Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2101+shenandoah+ave,+Charlotte,+NC",35.2165897,-80.81195509999999
583,<div>&nbsp;</div>,Community Services,2018-03-31T13:00:00.000Z,Camino Church-201 Stetson Drive,875,false,2018-03-31T09:00:00.000Z,Citizenship Legal Class,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"201+stetson+drive,+Charlotte,+NC",35.2885739,-80.76181799999999
584,<div>Central United Methodist Church</div>,Community Services,2018-05-22T20:00:00.000Z,6030 Albemarle Road,876,true,2018-03-13T18:30:00.000Z,Cops & Kids (Latino),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+road,+Charlotte,+NC",35.2019732,-80.7421852
585,<div>Held at neighborhood community center</div>,Steele Creek Division,2018-04-19T20:00:00.000Z,1700 Longleaf Dr.,877,false,2018-04-19T19:00:00.000Z,Pine Valley Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1700+longleaf+dr,+Charlotte,+NC",35.1111708,-80.8765638
586,<div>Meeting for vendors and store representatives at the Charlotte Premium Outlets. Will be held in the Market Hall (Food Court)</div>,Steele Creek Division,2018-03-22T10:00:00.000Z,"5404 New Fashion Way, Charlotte, NC 28278 (In the Market Hall)",878,false,2018-03-22T08:00:00.000Z,Outlet Mall Vendor Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5404+new+fashion+way,+Charlotte,+NC",35.1694291,-80.9700376
587,<div>Fundraiser for Special Olympics</div>,North Division,2018-04-20T23:59:00.000Z,Chick-Fil-A Northlake 8411 Northlake Commons Blvd.,879,false,2018-04-19T00:00:00.000Z,Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8411+northlake+commons+blvd,+Charlotte,+NC",35.3496992,-80.85641700000001
588,<div>Neighborhood meeting for all neighborhoods in North Division</div>,North Division,2018-04-24T20:30:00.000Z,9700 Mt. Holly-Huntersville Road,880,false,2018-04-24T19:00:00.000Z,Neighborhood Advisory Comittee (NAC),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9700+mt.+holly-huntersville+road,+Charlotte,+NC",35.358336,-80.8669479
589,"<div>Steele Creek Division <br />Response Area 2<br />Officer Cruz - <a href=""mailto:acruz@cmpd.org"">acruz@cmpd.org</a><br />Officer Pressley - <a href=""mailto:gpressley@cmpd.org"">gpressley@cmpd.org</a><br />704-336-8549</div>",Steele Creek Division,2018-02-27T20:00:00.000Z,501 West Arrowood Road - Silver Mount Baptist Church ,881,true,2018-02-27T19:00:00.000Z,Deleted: British Woods Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"501+west+arrowood+road,+Charlotte,+NC",35.133027,-80.89835099999999
590,<div></div>,Providence Division,2018-04-12T19:00:00.000Z,2024 E. 7th St - Studio K,882,true,2018-04-12T18:30:00.000Z,Elizabeth HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2024+e.+7th+st+-+st,+Charlotte,+NC",35.2116546,-80.8175791
591,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2018-04-03T20:00:00.000Z,Chipotle  @7800 Rea Rd,884,false,2018-04-03T16:00:00.000Z,Crime Stoppers Fundraiser,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7800+rea+rd,+Charlotte,+NC",35.0611922,-80.81455079999999
592,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2018-04-14T10:00:00.000Z,South Charlotte Baptist Church 12416 Lancaster Hwy,887,false,2018-04-14T09:00:00.000Z,Park Ridge HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"12416+lancaster+hwy,+Charlotte,+NC",35.0729625,-80.880411
593,"<div>Around 500+ kids during the two days</div>
<div>&nbsp;</div>
<div>Contact Officer James Russell 704-336-3014</div>",South Division,2018-04-18T12:00:00.000Z,5801 Pineville-Matthews Road,888,false,2018-04-18T10:00:00.000Z, Calvary Church Kids Program,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+pineville-matthews+road,+Charlotte,+NC",35.08526980000001,-80.8155944
594,"<div>Around 500+ kids during the two days</div>
<div>&nbsp;</div>
<div>Contact Officer James Russell 704-336-3014</div>",South Division,2018-04-19T12:00:00.000Z,5801 Pineville-Matthews Rd,889,false,2018-04-19T10:00:00.000Z,Calvary Church Kids Program,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+pineville-matthews+rd,+Charlotte,+NC",35.08526980000001,-80.8155944
595,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2018-04-26T19:00:00.000Z,7910 Rea Rd ,890,false,2018-04-26T07:00:00.000Z,Cop On Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7910+rea+rd,+Charlotte,+NC",35.059742,-80.81342599999999
596,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2018-04-27T19:00:00.000Z,7910 Rea Rd,891,false,2018-04-27T07:00:00.000Z,Cop On Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7910+rea+rd,+Charlotte,+NC",35.059742,-80.81342599999999
597,"<div>April 30, 2018 from 6:30 PM-8:00 PM at Pleasant Hill Baptist Church (Fellowship Hall). </div>",Providence Division,2101-06-27T20:00:00.000Z,Pleasant Hill Baptist 517 Baldwind Ave. ,892,true,2018-04-30T18:30:00.000Z,Cherry Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"517+baldwind+ave,+Charlotte,+NC",35.2089685,-80.8320698
598,<div>Cherry Gardens will be having our resident meeting on April 16th at 1pm</div>,Providence Division,2018-04-16T14:00:00.000Z,506 Avant St,893,false,2018-04-16T13:00:00.000Z,Cherry Gardens Retirement Community Residents Safety Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"506+avant+st,+Charlotte,+NC",35.208151,-80.831536
